 | 262  | Cleffa             |  0.06718% | 128    |  0.067% | 50     |  0.033% | 
 | 263  | Croconaw           |  0.06666% | 127    |  0.067% | 106    |  0.070% | 
 | 264  | Eevee              |  0.06561% | 125    |  0.066% | 95     |  0.063% | 
 | 265  | Magikarp           |  0.06351% | 121    |  0.064% | 91     |  0.060% | 
 | 266  | Staravia           |  0.06193% | 118    |  0.062% | 88     |  0.058% | 
 | 267  | Wormadam-Sandy     |  0.06141% | 117    |  0.061% | 93     |  0.062% | 
 | 268  | Snover             |  0.05774% | 110    |  0.058% | 103    |  0.068% | 
 | 269  | Gloom              |  0.05564% | 106    |  0.056% | 93     |  0.062% | 
 | 270  | Mantyke            |  0.05301% | 101    |  0.053% | 89     |  0.059% | 
 | 271  | Watchog            |  0.05301% | 101    |  0.053% | 77     |  0.051% | 
 | 272  | Grovyle            |  0.05301% | 101    |  0.053% | 78     |  0.052% | 
 | 273  | Frillish           |  0.05249% | 100    |  0.052% | 87     |  0.058% | 
 | 274  | Scraggy            |  0.05091% | 97     |  0.051% | 87     |  0.058% | 
 | 275  | Eelektrik          |  0.04986% | 95     |  0.050% | 88     |  0.058% | 
 | 276  | Lickitung          |  0.04986% | 95     |  0.050% | 72     |  0.048% | 
 | 277  | Nidorino           |  0.04986% | 95     |  0.050% | 77     |  0.051% | 
 | 278  | Aipom              |  0.04934% | 94     |  0.049% | 79     |  0.052% | 
 | 279  | Bronzor            |  0.04671% | 89     |  0.047% | 76     |  0.050% | 
 | 280  | Swirlix            |  0.04671% | 89     |  0.047% | 67     |  0.044% | 
 | 281  | Natu               |  0.04514% | 86     |  0.045% | 64     |  0.042% | 
 | 282  | Fletchling         |  0.04251% | 81     |  0.043% | 76     |  0.050% | 
 | 283  | Squirtle           |  0.04146% | 79     |  0.041% | 59     |  0.039% | 
 | 284  | Boldore            |  0.04146% | 79     |  0.041% | 63     |  0.042% | 
 | 285  | Luvdisc            |  0.04041% | 77     |  0.040% | 64     |  0.042% | 
 | 286  | Jigglypuff         |  0.03832% | 73     |  0.038% | 58     |  0.038% | 
 | 287  | Poliwhirl          |  0.03832% | 73     |  0.038% | 58     |  0.038% | 
 | 288  | Honedge            |  0.03832% | 73     |  0.038% | 63     |  0.042% | 
 | 289  | Grotle             |  0.03674% | 70     |  0.037% | 55     |  0.036% | 
 | 290  | Omanyte            |  0.03674% | 70     |  0.037% | 63     |  0.042% | 
 | 291  | Ralts              |  0.03674% | 70     |  0.037% | 57     |  0.038% | 
 | 292  | Kirlia             |  0.03622% | 69     |  0.036% | 57     |  0.038% | 
 | 293  | Magnemite          |  0.03569% | 68     |  0.036% | 56     |  0.037% | 
 | 294  | Abra               |  0.03517% | 67     |  0.035% | 56     |  0.037% | 
 | 295  | Shelmet            |  0.03464% | 66     |  0.035% | 57     |  0.038% | 
 | 296  | Sealeo             |  0.03307% | 63     |  0.033% | 53     |  0.035% | 
 | 297  | Taillow            |  0.03097% | 59     |  0.031% | 43     |  0.028% | 
 | 298  | Sandshrew          |  0.03044% | 58     |  0.030% | 53     |  0.035% | 
 | 299  | Darumaka           |  0.02992% | 57     |  0.030% | 38     |  0.025% | 
 | 300  | Staryu             |  0.02939% | 56     |  0.029% | 47     |  0.031% | 
 | 301  | Graveler           |  0.02939% | 56     |  0.029% | 43     |  0.028% | 
 | 302  | Koffing            |  0.02834% | 54     |  0.028% | 44     |  0.029% | 
 | 303  | Diglett            |  0.02782% | 53     |  0.028% | 45     |  0.030% | 
 | 304  | Zorua              |  0.02729% | 52     |  0.027% | 19     |  0.013% | 
 | 305  | Phantump           |  0.02677% | 51     |  0.027% | 39     |  0.026% | 
 | 306  | Metapod            |  0.02624% | 50     |  0.026% | 40     |  0.026% | 
 | 307  | Unown              |  0.02624% | 50     |  0.026% | 35     |  0.023% | 
 | 308  | Palpitoad          |  0.02624% | 50     |  0.026% | 43     |  0.028% | 
 | 309  | Phanpy             |  0.02362% | 45     |  0.024% | 43     |  0.028% | 
 | 310  | Quilava            |  0.02362% | 45     |  0.024% | 36     |  0.024% | 
 | 311  | Growlithe          |  0.02309% | 44     |  0.023% | 39     |  0.026% | 
 | 312  | Bulbasaur          |  0.02204% | 42     |  0.022% | 41     |  0.027% | 
 | 313  | Gothorita          |  0.02152% | 41     |  0.022% | 32     |  0.021% | 
 | 314  | Bunnelby           |  0.02152% | 41     |  0.022% | 29     |  0.019% | 
 | 315  | Slowpoke           |  0.02099% | 40     |  0.021% | 33     |  0.022% | 
 | 316  | Lileep             |  0.02047% | 39     |  0.020% | 32     |  0.021% | 
 | 317  | Gastly             |  0.01994% | 38     |  0.020% | 35     |  0.023% | 
 | 318  | Torchic            |  0.01994% | 38     |  0.020% | 31     |  0.021% | 
 | 319  | Drilbur            |  0.01942% | 37     |  0.019% | 30     |  0.020% | 
 | 320  | Corphish           |  0.01890% | 36     |  0.019% | 31     |  0.021% | 
 | 321  | Zigzagoon          |  0.01890% | 36     |  0.019% | 27     |  0.018% | 
 | 322  | Purrloin           |  0.01837% | 35     |  0.018% | 25     |  0.017% | 
 | 323  | Trapinch           |  0.01837% | 35     |  0.018% | 25     |  0.017% | 
 | 324  | Kakuna             |  0.01837% | 35     |  0.018% | 32     |  0.021% | 
 | 325  | Herdier            |  0.01837% | 35     |  0.018% | 28     |  0.019% | 
 | 326  | Duskull            |  0.01785% | 34     |  0.018% | 27     |  0.018% | 
 | 327  | Tyrunt             |  0.01785% | 34     |  0.018% | 29     |  0.019% | 
 | 328  | Bidoof             |  0.01732% | 33     |  0.017% | 29     |  0.019% | 
